Name,Album,Artist,Release_date,Length,popularity,acousticness,danceability,energy,instrumentalness,liveness,key,loudness,valence,speechiness,tempo,mode
She's In The Rain,Dawn,The Rose,2018-10-04,237576,1,0.375,0.36,0.533,0.0,0.0768,3,-4.394,0.421,0.0302,92.854,1
Regular - Korean Version,NCT #127 Regular-Irregular - The 1st Album,NCT 127,2018-10-12,217706,54,0.237,0.733,0.801,0.0,0.287,9,-5.339,0.878,0.0765,133.998,0
Puzzle Moon,THE PARK IN THE NIGHT part one,GWSN,2018-09-05,206764,0,0.332,0.82,0.806,0.0,0.0954,6,-3.363,0.557,0.0795,124.96,1
DREAM NOTE,Dreamlike,DreamNote,2018-11-07,193194,26,0.201,0.623,0.967,0.0,0.605,7,-1.031,0.907,0.165,154.967,1
Loved,OUTRO,Highlight,2018-11-20,213825,42,0.202,0.612,0.911,0.0,0.0747,6,-0.857,0.566,0.0723,104.949,0
La Vie en Rose,COLOR*IZ,IZ*ONE,2018-10-29,218993,2,0.0899,0.698,0.908,0.0,0.115,9,-1.211,0.606,0.0548,115.975,0
Pirate King,TREASURE EP.1: All to Zero,ATEEZ,2018-10-24,195989,62,0.0427,0.507,0.946,3.54e-06,0.344,3,-3.845,0.494,0.124,173.004,0
Remember Me,OH MY GIRL 6th Mini Album [REMEMBER ME],OH MY GIRL,2018-09-10,194626,0,0.164,0.66,0.903,0.0,0.118,7,-2.289,0.862,0.104,130.993,1
Bingle Bangle,BINGLE BANGLE,AOA,2018-05-28,221778,48,0.0293,0.802,0.864,0.0,0.335,7,-3.888,0.745,0.0639,111.994,1
HANN (Alone),HANN (Alone),(G)I-DLE,2018-08-14,205820,62,0.059,0.709,0.718,0.0,0.167,6,-3.315,0.24,0.0312,104.971,0
Oh! my mistake,APRIL 6th Mini Album 'the Ruby',APRIL,2018-10-16,205332,54,0.213,0.754,0.841,1.61e-06,0.141,8,-2.296,0.751,0.106,145.047,1
RETRO FUTURE,REtro Futurism,Triple H,2018-07-18,195549,50,0.00963,0.773,0.823,0.0,0.834,10,-2.901,0.787,0.0679,106.031,0
I-Yah,WJ PLEASE?,WJSN,2018-09-19,227840,36,0.0569,0.617,0.86,0.0,0.0745,7,-2.553,0.537,0.0469,124.056,1
Hurry up,Hurry up,SOHEE,2018-10-18,180778,36,0.321,0.727,0.853,0.0,0.0534,2,-1.732,0.804,0.0582,134.929,0
SOME (You'll Be Mine),SOME&LOVE,NATURE,2018-11-22,217347,0,0.003,0.734,0.745,4.56e-06,0.248,2,-4.338,0.647,0.0655,139.958,1
신세계,신세계,AlphaBAT(알파벳),2018-10-08,201631,0,0.123,0.686,0.906,0.0,0.0759,10,-4.116,0.606,0.0538,119.978,1
HELP ME,"WAKE,N",NU'EST W,2018-11-26,210390,0,0.00775,0.428,0.792,0.0,0.252,3,-5.208,0.367,0.0487,151.91,0
BBIBBI,BBIBBI,IU,2018-10-10,194426,70,0.241,0.839,0.617,0.0,0.3,7,-4.692,0.821,0.331,143.894,1
Summer Night's Dream,FTISLAND 6TH MINI ALBUM [WHAT IF],FTISLAND,2018-07-26,176012,37,0.138,0.461,0.812,0.0,0.0476,1,-3.64,0.694,0.0654,143.484,1
딱하루,딱하루,BADKIZ,2018-04-06,221373,10,0.0738,0.778,0.863,0.0,0.0758,2,-3.755,0.868,0.0512,115.035,1
Tell Me,TOP SEED,INFINITE,2018-01-08,231079,44,0.177,0.667,0.796,0.0,0.106,2,-3.128,0.531,0.0492,109.9,1
숙녀 (淑女) Lady,都市女子,Yubin,2018-06-05,196092,0,0.236,0.47,0.973,5.5e-05,0.4,9,-3.379,0.842,0.174,119.765,1
Upside down,emphas!ze,BIGFLO,2018-08-18,217578,31,0.055,0.693,0.849,0.0,0.115,4,-3.768,0.779,0.0949,109.985,0
LATATA,I am,(G)I-DLE,2018-05-02,202772,64,0.00427,0.774,0.792,1.15e-06,0.283,9,-4.019,0.505,0.224,98.1,0
Shooting Star,BOY BOY BOY,NewKidd02,2018-07-25,192530,18,0.115,0.711,0.81,0.0,0.391,11,-3.347,0.878,0.0504,104.028,0
Boong-Boong,School Rapper2 Final,Various Artists,2018-04-14,234352,0,0.426,0.824,0.694,0.0,0.084,0,-4.527,0.927,0.0563,136.027,0
Power Up,Summer Magic - Summer Mini Album,Red Velvet,2018-08-06,202040,61,0.0774,0.732,0.934,0.00745,0.306,8,-4.618,0.898,0.144,159.998,1
Look,Eyes On You,GOT7,2018-03-12,194535,0,0.113,0.644,0.913,0.0,0.383,5,-1.724,0.758,0.158,119.938,0
Genie,Golden Child 3rd Mini Album [WISH],Golden Child,2018-10-24,223627,35,0.172,0.669,0.954,0.0,0.359,4,-2.114,0.798,0.0855,125.979,1
BEEP,APRIL 5th Mini Album 'The Blue',APRIL,2018-03-12,215689,14,0.0712,0.802,0.945,0.0,0.397,11,-1.944,0.822,0.12,129.921,1
BBoom BBoom,GREAT!,MOMOLAND,2018-01-03,208863,68,0.0149,0.785,0.744,0.00666,0.0661,3,-4.249,0.833,0.0369,126.018,0
Dreams Come True,Dream your dream,WJSN,2018-02-27,225709,44,0.0732,0.716,0.916,0.0,0.379,7,-1.994,0.66,0.0799,118.033,0
Time for the moon night,GFRIEND The 6th Mini Album 'Time for the moon night',GFRIEND,2018-04-30,226698,56,0.325,0.455,0.827,0.0,0.0473,6,-1.201,0.681,0.0573,169.929,1
Tempo,DON’T MESS UP MY TEMPO – The 5th Album,EXO,2018-11-02,224482,63,0.237,0.686,0.842,0.0,0.0683,0,-4.423,0.519,0.1,115.944,1
SHE BAD,F;UZZLE,MYTEEN,2018-07-10,207989,0,0.114,0.698,0.908,0.0,0.088,7,-4.298,0.564,0.0609,108.019,0
Go Away,YONG JUN HYUNG 1ST ALBUM 'GOODBYE 20's',Yong Jun Hyung,2018-05-09,205295,32,0.304,0.749,0.922,0.0,0.044,6,-1.243,0.698,0.1,109.979,0
Love U,Blooming Blue,CHUNG HA,2018-07-18,190920,0,0.332,0.774,0.919,0.0,0.1,8,-0.509,0.69,0.0701,120.033,0
Finale,Finale,H.U.B,2018-11-09,188696,28,0.377,0.714,0.847,0.0,0.402,8,-2.642,0.549,0.069,95.007,1
Crush,"KISS, KICKS",Weki Meki,2018-10-11,196178,23,0.0288,0.756,0.776,0.0,0.17,9,-3.371,0.58,0.0482,124.007,1
Searchlight,#7,Seven O'Clock,2018-10-06,216655,0,0.198,0.624,0.874,0.0,0.333,11,-2.326,0.642,0.0417,120.001,0
LA LA,EVERYD4Y,WINNER,2018-04-04,216110,0,0.0532,0.688,0.887,0.0,0.0487,7,-2.292,0.919,0.103,129.872,1
COOKIES,LEE HONG GI 2ND MINI ALBUM DO n DO,LEE HONG GI,2018-10-18,185658,31,0.261,0.725,0.743,0.0,0.35,9,-5.755,0.622,0.0317,107.999,1
Sunny Summer,GFRIEND Summer Mini Album 'Sunny Summer',GFRIEND,2018-07-19,198536,48,0.0491,0.728,0.925,0.0,0.313,7,-1.741,0.88,0.0862,129.984,1
It's U,Golden Child 2nd Mini Album [Miracle],Golden Child,2018-01-29,183671,31,0.11,0.691,0.957,0.0,0.0608,9,-2.367,0.907,0.0547,111.958,0
EVERYDAY,EVERYD4Y,WINNER,2018-04-04,206350,0,0.289,0.856,0.6,0.0,0.0607,7,-4.712,0.711,0.0705,120.022,1
YOUR DIFFERENCE,The Big Dipper,LUCENTE,2018-09-18,189121,0,0.0812,0.711,0.826,0.0,0.104,6,-3.595,0.751,0.0966,95.981,1
ONE,ONE,Samuel,2018-03-28,208531,27,0.0973,0.661,0.894,0.0,0.129,7,-3.259,0.654,0.159,127.947,0
Love Shot,LOVE SHOT– The 5th Album Repackage,EXO,2018-12-13,200306,75,0.0702,0.689,0.678,0.0,0.0889,5,-4.287,0.335,0.119,145.883,0
LET ME,Golden Child 1st Single Album [Goldenness],Golden Child,2018-07-04,188173,35,0.0559,0.711,0.859,0.0,0.0478,11,-3.423,0.9,0.0617,89.999,0
Believe me,ZERO,CROSS GENE,2018-05-08,203524,17,0.281,0.72,0.897,0.0,0.116,7,-3.833,0.926,0.0353,102.015,0
YOUNG,YOUNG,Loco,2018-08-31,229666,48,0.304,0.343,0.704,0.0,0.0679,6,-4.54,0.457,0.158,63.439,0
To Heart,To. Heart,fromis_9,2018-01-25,188527,46,0.115,0.751,0.768,0.0,0.0674,7,-1.674,0.731,0.0393,127.979,1
The Boots,Act.4 Cait Sith,gugudan,2018-02-01,201396,0,0.0105,0.693,0.84,0.0,0.359,7,-2.648,0.512,0.035,105.003,1
Dance The Night Away,Summer Nights,TWICE,2018-07-09,180809,0,0.106,0.709,0.861,4.73e-05,0.112,0,-2.905,0.779,0.0941,118.089,1
Sorry For My English,Into the Night Fever,IN2IT,2018-07-26,181279,0,0.0265,0.695,0.887,0.0,0.676,2,-3.877,0.56,0.0524,122.959,1
I mean,Begin with the end,UNI.T,2018-09-18,202116,0,0.0538,0.678,0.834,0.0,0.0537,1,-2.795,0.675,0.0372,129.953,0
Egoist (Olivia Hye),Olivia Hye,LOONA,2018-03-30,247381,53,0.02,0.531,0.86,0.0,0.373,3,-3.543,0.376,0.0495,92.009,0
WooWoo,Summer Ade,DIA,2018-08-09,201470,43,0.0157,0.683,0.901,0.0,0.394,8,-2.722,0.342,0.0361,134.984,1
We Go Up,We Go Up - The 2nd Mini Album,NCT DREAM,2018-09-03,183293,62,0.0138,0.893,0.77,0.0,0.225,8,-4.692,0.349,0.107,122.067,1
Renaissance,Dream your dream,WJSN,2018-02-27,221473,36,0.232,0.777,0.957,0.0,0.0831,11,-2.63,0.687,0.0564,124.965,0
Be Bop Baby,Snapshot,IN2IT,2018-04-19,196800,0,0.0126,0.586,0.962,0.0,0.32,5,-3.022,0.922,0.0548,151.96,1
One More Time (Otra Vez),One More Time - Special Mini Album,SUPER JUNIOR,2018-10-08,186468,36,0.0408,0.685,0.841,5.28e-05,0.274,5,-3.975,0.486,0.0327,99.981,1
Woman,WOMAN - The 9th Album,BoA,2018-10-24,170367,45,0.0725,0.82,0.575,0.0,0.0569,5,-4.385,0.788,0.0832,107.024,0
Siren,WARNING,SUNMI,2018-09-12,199133,0,0.0142,0.61,0.905,0.0,0.0592,9,-3.686,0.521,0.0369,122.012,0
Lo Siento,REPLAY - The 8th Repackage Album,SUPER JUNIOR,2018-04-12,226183,56,0.0705,0.746,0.738,0.0,0.043,9,-3.67,0.63,0.207,94.808,1
Wake me up,I believe i can fly,Blue Fox,2018-10-04,182518,30,0.163,0.768,0.972,0.0,0.104,8,-3.484,0.775,0.0746,132.997,1
