Name,Album,Artist,Release_date,Length,popularity,acousticness,danceability,energy,instrumentalness,liveness,key,loudness,valence,speechiness,tempo,mode
Queendom,Queendom - The 6th Mini Album,Red Velvet,2021-08-16,181760,77,0.179,0.695,0.896,0.0,0.0626,5,-1.24,0.508,0.0847,119.959,1
Cold Blooded,Cold Blooded,Jessi,2021-10-12,150053,78,0.0794,0.961,0.739,0.0,0.0372,9,-6.665,0.759,0.224,119.96,1
Thunderous,NOEASY,Stray Kids,2021-08-23,183266,80,0.214,0.613,0.785,0.0,0.209,1,-3.706,0.787,0.253,172.194,1
GLASSY,GLASSY,JO YURI,2021-10-07,189933,69,0.23,0.723,0.725,0.0,0.0683,6,-3.815,0.731,0.0551,125.048,1
PING PONG,1+1=1,HyunA&DAWN,2021-09-09,158253,77,0.0122,0.855,0.87,0.000675,0.0202,10,-2.059,0.863,0.0826,103.028,0
Talk & Talk,Talk & Talk,fromis_9,2021-09-01,220653,61,0.11,0.742,0.835,0.0,0.351,0,-2.89,0.747,0.113,112.974,1
ONLY,4 ONLY,LeeHi,2021-09-09,240906,84,0.892,0.536,0.296,0.0,0.0873,5,-7.451,0.151,0.0346,122.907,1
O.O.O (Over&Over&Over),Girls Planet 999 - O.O.O (Over&Over&Over),Girls Planet 999,2021-07-12,247360,71,0.00509,0.643,0.963,6.96e-06,0.235,7,-3.059,0.63,0.0965,127.933,1
DUMB DUMB,DUMB DUMB,JEON SOMI,2021-08-02,149446,71,0.0182,0.851,0.749,0.000149,0.0885,2,-6.233,0.424,0.0496,103.053,1
Favorite (Vampire),Favorite - The 3rd Album Repackage,NCT 127,2021-10-25,215586,74,0.000831,0.561,0.758,3.08e-06,0.15,5,-3.87,0.178,0.0478,149.944,0
Zombie,HIDE & SEEK,PURPLE KISS,2021-09-08,200933,63,0.0192,0.736,0.915,0.0,0.33,6,-1.99,0.831,0.0766,110.017,0
Door,OPEN,KWON EUN BI,2021-08-24,199533,61,0.034,0.721,0.912,1.66e-05,0.0268,5,-1.727,0.684,0.177,105.033,0
BEcause,[Summer Holiday],Dreamcatcher,2021-07-30,191946,66,0.0183,0.55,0.932,0.0,0.344,4,-2.75,0.45,0.0855,170.012,0
Permission to Dance,Butter / Permission to Dance,BTS,2021-07-09,187585,85,0.00544,0.702,0.741,0.0,0.337,9,-5.33,0.646,0.0427,124.925,1
Hate that…,Hate that…,KEY,2021-08-30,185413,68,0.243,0.456,0.744,2.29e-06,0.0803,8,-4.504,0.526,0.165,77.187,0
You can't sit with us,1/6,SUNMI,2021-08-06,197413,70,0.0357,0.61,0.761,0.0,0.173,2,-3.111,0.467,0.0432,144.852,0
SPICY,SPICY,CL,2021-08-24,194715,62,0.00986,0.477,0.707,6.99e-05,0.389,6,-7.249,0.72,0.27,178.857,0
Alcohol-Free,Alcohol-Free,TWICE,2021-06-09,210573,17,0.0474,0.688,0.909,1.35e-06,0.0674,8,-1.992,0.702,0.0624,97.097,1
NAKKA (with IU),NEXT EPISODE,AKMU,2021-07-26,212807,67,0.0732,0.816,0.636,2.81e-05,0.118,10,-6.95,0.499,0.101,100.923,0
Holiday Party,Play Game : Holiday,Weeekly,2021-08-04,189306,62,0.00846,0.825,0.72,6.88e-06,0.0294,7,-4.196,0.417,0.0494,87.993,1
0X1=LOVESONG (I Know I Love You) feat. Seori,The Chaos Chapter: FREEZE,TOMORROW X TOGETHER,2021-05-31,202203,79,0.0558,0.584,0.836,0.0,0.0663,0,-4.925,0.484,0.079,104.973,1
PTT (Paint The Town),[&],LOONA,2021-06-28,201120,73,0.0735,0.781,0.814,1.92e-05,0.0565,8,-2.437,0.546,0.1,124.028,1
Weekend,Weekend,TAEYEON,2021-07-06,233413,71,0.0783,0.74,0.854,0.000532,0.253,8,-2.209,0.856,0.0525,114.029,1
Ready to love,SEVENTEEN 8th Mini Album 'Your Choice',SEVENTEEN,2021-06-18,186760,72,0.0274,0.668,0.705,0.0,0.215,9,-5.731,0.549,0.0356,129.984,0
THRILL RIDE,THE BOYZ 6TH MINI ALBUM [THRILL-ING],THE BOYZ,2021-08-09,196333,64,0.0643,0.725,0.886,0.0,0.0971,8,-2.21,0.715,0.037,97.035,1
Next Level,Next Level,aespa,2021-05-17,221573,79,0.488,0.82,0.852,5.94e-06,0.0907,11,-2.567,0.82,0.166,109.036,0
BEAM BEAM,Windy,JEON SOYEON,2021-07-05,167853,55,0.0332,0.799,0.875,4.24e-06,0.348,10,-4.258,0.795,0.144,109.976,0
Don't fight the feeling,DON'T FIGHT THE FEELING - Special Album,EXO,2021-06-07,176546,68,0.0585,0.707,0.838,0.0,0.095,9,-2.983,0.832,0.117,128.007,0
Chi Mat Ba Ram,Summer Queen,Brave Girls,2021-06-17,217320,57,0.0281,0.646,0.89,0.0,0.296,7,-1.679,0.828,0.0324,126.994,1
Butter,Butter,BTS,2021-05-21,164441,39,0.00323,0.759,0.459,0.0,0.0906,8,-5.187,0.695,0.0948,109.997,1
I Want U Around (Feat. DeVita),I Want U Around,YUGYEOM,2021-06-11,191106,11,0.083,0.648,0.686,0.0,0.683,6,-3.757,0.428,0.0384,92.056,0
Dun Dun Dance,Dear OHMYGIRL,OH MY GIRL,2021-05-10,220560,66,0.169,0.647,0.957,0.0,0.234,1,-0.384,0.764,0.0819,114.968,0
Anti-Romantic,The Chaos Chapter: FREEZE,TOMORROW X TOGETHER,2021-05-31,215188,78,0.0509,0.641,0.489,0.0,0.071,0,-8.668,0.206,0.11,142.977,0
FIRST,Last Melody,EVERGLOW,2021-05-25,212280,68,0.00852,0.611,0.864,1.68e-06,0.136,6,-2.345,0.455,0.0654,152.02,0
Hello Future,Hello Future - The 1st Album Repackage,NCT DREAM,2021-06-28,220920,72,0.0261,0.545,0.803,0.0,0.114,1,-2.283,0.5,0.0526,170.006,1
riBBon,riBBon,BamBam,2021-06-15,187133,62,0.196,0.7,0.885,0.0,0.101,6,-3.83,0.963,0.0483,160.002,1
GAMBLER,One of a Kind,Monsta X,2021-06-01,213026,62,0.00458,0.752,0.861,5.84e-06,0.158,11,-2.72,0.595,0.152,97.968,0
In the morning,GUESS WHO,ITZY,2021-04-30,172358,77,0.0825,0.847,0.814,0.000507,0.0948,11,-4.668,0.711,0.152,140.057,0
Bittersweet (feat. LeeHi),Bittersweet (feat. LeeHi),WONWOO,2021-05-28,174773,65,0.425,0.824,0.68,0.0,0.0849,10,-6.331,0.772,0.0425,110.077,0
Drunk-Dazed,BORDER : CARNIVAL,ENHYPEN,2021-04-26,193260,78,0.000707,0.599,0.869,0.0,0.0911,5,-5.174,0.453,0.0618,132.889,0
Vanilla,Vanilla,LIGHTSUM,2021-06-10,204426,52,0.00526,0.727,0.839,0.000111,0.0493,9,-2.555,0.719,0.209,119.983,1
Hot Sauce,Hot Sauce - The 1st Album,NCT DREAM,2021-05-10,195813,73,0.0127,0.769,0.926,0.0,0.285,6,-1.627,0.551,0.0788,100.034,1
Bonnie & Clyde,A Page,YUQI,2021-05-13,174639,60,0.204,0.682,0.811,0.0,0.0928,5,-4.77,0.806,0.038,137.873,0
WE GO,9 WAY TICKET,fromis_9,2021-05-17,175946,62,0.0162,0.666,0.925,0.0,0.203,6,-3.193,0.798,0.102,124.001,1
ASAP,STAYDOM,STAYC,2021-04-08,194080,74,0.102,0.764,0.802,0.0,0.189,0,-4.217,0.323,0.0351,132.02,1
illa illa,WATERFALL,B.I,2021-06-01,205003,61,0.0926,0.74,0.625,0.0,0.0762,11,-7.199,0.469,0.0807,101.003,0
FEVER,BORDER : CARNIVAL,ENHYPEN,2021-04-26,172106,81,0.0642,0.6,0.713,0.0,0.142,6,-5.079,0.471,0.0592,72.999,0
Hello,Hello - Special Album,JOY,2021-05-31,218880,70,0.351,0.392,0.894,0.0,0.349,2,-1.399,0.644,0.0459,185.869,1
After School,We play,Weeekly,2021-03-17,205373,77,0.00719,0.634,0.928,2.55e-06,0.0626,1,-1.609,0.738,0.0514,164.007,1
Advice,Advice - The 3rd Mini Album,TAEMIN,2021-05-18,191640,68,0.406,0.659,0.821,0.0,0.114,9,-2.215,0.353,0.0468,161.983,0
LILAC,IU 5th Album 'LILAC',IU,2021-03-25,214253,77,0.0895,0.738,0.89,1.89e-06,0.213,2,-2.275,0.75,0.0748,114.942,0
water color,Redd,Whee In,2021-04-13,189986,60,0.0571,0.739,0.607,0.0,0.046,0,-3.462,0.751,0.0613,107.947,0
Rollin',Rollin',Brave Girls,2017-03-07,197693,23,0.0312,0.69,0.878,0.0,0.188,1,-3.908,0.548,0.0917,124.948,1
Giant,A Page,YUQI,2021-05-13,209106,54,0.295,0.614,0.865,0.0,0.115,1,-3.668,0.596,0.0461,148.035,0
On The Ground,R,ROSÉ,2021-03-12,168085,73,0.0174,0.311,0.607,0.0,0.131,1,-6.578,0.286,0.11,188.7,1
BLACK MIRROR,BINARY CODE,ONEUS,2021-05-11,220320,57,0.0319,0.791,0.797,0.0,0.112,10,-2.751,0.896,0.0714,123.006,0
Antidote,YELLOW,KANG DANIEL,2021-04-13,218840,52,0.17,0.713,0.685,0.0,0.444,5,-4.629,0.359,0.0574,130.06,1
Bambi,Bambi - The 3rd Mini Album,BAEKHYUN,2021-03-30,213053,68,0.434,0.438,0.632,0.0,0.214,7,-4.447,0.386,0.0417,61.45,0
Fireworks (I'm The One),ZERO : FEVER Part.2,ATEEZ,2021-03-01,209574,68,0.0419,0.724,0.904,4.79e-06,0.163,0,-3.815,0.728,0.0872,130.036,1
Spider,Spider,HOSHI,2021-04-02,211577,63,0.0277,0.753,0.702,0.0,0.0488,6,-5.675,0.69,0.139,97.991,0
Like Water,Like Water - The 1st Mini Album,WENDY,2021-04-05,261013,62,0.648,0.365,0.626,6.06e-06,0.115,7,-4.247,0.249,0.0374,83.823,1
What Type of X,What Type of X,Jessi,2021-03-17,198173,66,0.0075,0.776,0.692,0.0,0.0588,2,-3.834,0.543,0.0555,95.972,1
Last Dance,Last Dance,(G)I-DLE,2021-04-29,184920,53,0.0176,0.812,0.843,6.81e-06,0.362,2,-4.427,0.355,0.046,116.045,1
Gone,R,ROSÉ,2021-03-12,207163,71,0.594,0.647,0.377,0.0,0.0768,6,-6.003,0.653,0.0375,79.936,1
Side By Side - Korean Version,Side By Side,THE 8,2021-04-13,179555,58,0.269,0.808,0.752,0.0,0.108,8,-3.618,0.702,0.0693,96.99,0
UNNATURAL,UNNATURAL,WJSN,2021-03-31,181106,59,0.365,0.703,0.914,0.0,0.104,6,-0.692,0.707,0.157,124.203,1
House Party,The Renaissance - The 10th Album,SUPER JUNIOR,2021-03-16,241453,56,0.0797,0.489,0.876,0.0,0.139,0,-3.279,0.833,0.125,114.959,1
Coin,IU 5th Album 'LILAC',IU,2021-03-25,193080,61,0.00849,0.725,0.879,1.25e-06,0.316,1,-3.351,0.71,0.101,118.092,1
Easy,My attitude,WJSN THE BLACK,2021-05-12,188453,53,0.00848,0.697,0.829,2.41e-06,0.0994,8,-2.577,0.717,0.186,112.199,0
INSIDE OUT,The 2nd Album ‘Romanticize’,NU'EST,2021-04-19,197306,54,0.176,0.518,0.789,0.0,0.343,10,-5.131,0.794,0.181,113.813,0
DO or NOT,LOVE or TAKE,PENTAGON,2021-03-15,188240,57,0.0122,0.664,0.905,0.0,0.0904,0,-2.072,0.605,0.0402,130.055,1
Ponzona,INTO VIOLET,PURPLE KISS,2021-03-15,191973,55,0.013,0.685,0.802,0.0,0.173,5,-3.515,0.459,0.035,110.008,0
Atlantis,Atlantis - The 7th Album Repackage,SHINee,2021-04-12,178213,55,0.0475,0.735,0.847,0.0,0.122,2,-2.689,0.332,0.0681,110.06,1
FEEL LIKE,SET,WOODZ,2021-03-15,176680,56,0.00286,0.601,0.706,0.0077,0.367,10,-7.452,0.597,0.0516,92.068,0
TAIL,TAIL,SUNMI,2021-02-23,190960,65,0.0435,0.515,0.858,1.8e-05,0.0796,9,-3.136,0.428,0.19,125.07,1
Why Why Why,Why Why Why,iKON,2021-03-03,206856,61,0.172,0.749,0.634,0.0,0.109,0,-5.964,0.274,0.0595,123.997,0
Bicycle,Querencia,CHUNG HA,2021-02-15,179156,66,0.006,0.625,0.903,0.0,0.235,4,-2.519,0.825,0.0594,145.97,1
PARANOIA,PARANOIA,KANG DANIEL,2021-02-16,195333,63,0.0513,0.633,0.735,0.0,0.259,0,-3.042,0.558,0.0363,97.03,0
Don't Call Me,Don't Call Me - The 7th Album,SHINee,2021-02-22,220173,65,0.0127,0.69,0.783,0.0,0.0962,2,-2.076,0.306,0.0641,82.026,1
Celebrity,Celebrity,IU,2012-01-27,195546,68,0.191,0.73,0.784,0.0,0.0956,9,-2.62,0.673,0.0691,99.995,1
