Name,Album,Artist,Release_date,Length,popularity,acousticness,danceability,energy,instrumentalness,liveness,key,loudness,valence,speechiness,tempo,mode
Mirror,A Delicate Sense,FIESTAR,2016-03-09,216001,38,0.217,0.793,0.755,1.00E-06,0.118,8,-4.505,0.472,0.0286,112.01,0
Rough,SNOWFLAKE,GFRIEND,2016-01-25,209104,58,0.152,0.613,0.912,0,0.111,8,-2.464,0.734,0.0366,112.005,1
Mr. Potter,Spell,DIA,2016-09-13,213936,37,0.336,0.5,0.959,0,0.546,7,-1.057,0.621,0.173,174.01,1
NAVILLERA,GFRIEND The 1st Album 'LOL',GFRIEND,2016-07-11,193579,56,0.0438,0.642,0.957,0,0.273,6,-0.944,0.801,0.05,125.008,0
Angel,Very Berry,BerryGood,2016-05-22,198141,38,0.261,0.648,0.824,1.91E-06,0.308,0,-3.585,0.315,0.0785,130.044,1
No Oh Oh,NU.CLEAR,CLC,2016-05-30,223453,35,0.0195,0.754,0.869,0,0.122,5,-2.557,0.803,0.0457,92.988,0
High Heels,REFRESH,CLC,2016-02-29,204694,29,0.168,0.723,0.941,0,0.0555,0,-2.04,0.938,0.0661,148.028,1
Destiny,A New Trilogy,Lovelyz,2016-04-25,213325,43,0.0586,0.669,0.944,0,0.371,0,-1.478,0.673,0.0541,105.995,1
Oh NaNa (Hidden. HUR YOUNG JI),"K.A.R.D Project Vol.1 ""Oh NaNa""",KARD,2016-12-13,206772,54,0.0615,0.756,0.922,0.000462,0.0723,1,-2.683,0.809,0.0539,100.005,1
Pretty U,FIRST 'LOVE&LETTER',SEVENTEEN,2016-04-25,207299,68,0.0173,0.642,0.931,0,0.0815,8,-2.82,0.884,0.163,155.088,1
상상더하기,Fresh Adventure,LABOUM,2016-04-06,242600,53,0.335,0.664,0.927,0,0.107,5,-2.48,0.869,0.0597,115.986,1
PLAYING WITH FIRE,SQUARE TWO,BLACKPINK,2016-11-01,197288,74,0.0392,0.706,0.756,0,0.18,4,-4.405,0.676,0.0845,97.098,0
VERY NICE,Love&Letter repackage album,SEVENTEEN,2016-07-04,192092,65,0.0526,0.746,0.898,0,0.0858,3,-2.818,0.879,0.0725,121.967,0
Save Me,The Most Beautiful Moment in Life: Young Forever,BTS,2016-05-02,196505,72,0.0269,0.614,0.823,0,0.0783,1,-3.48,0.539,0.062,139.948,1
Shooting Love,Love Sign,LABOUM,2016-08-23,201717,34,0.241,0.653,0.988,1.91E-06,0.0787,11,-1.697,0.862,0.197,160.028,1
I'm fine,Voice To New World,VICTON,2016-11-09,212122,35,0.0798,0.795,0.919,0,0.291,6,-2.229,0.84,0.151,98.041,0
Tinker Bell,Spring,APRIL,2016-04-27,201183,38,0.148,0.715,0.922,0,0.263,0,-2.652,0.684,0.0358,125.934,1
그 길에서,HAPPY ENDING,DIA,2016-06-14,202028,36,0.0878,0.66,0.964,0,0.32,1,-1.654,0.815,0.0656,115.953,1
Someone Like U,Naturalness,Dalshabet,2016-01-05,200767,42,0.3,0.742,0.971,0,0.04,6,-1.687,0.964,0.0671,121.005,1
I Like U Too Much,I Like U Too Much,SONAMOO,2016-06-29,204944,28,0.264,0.734,0.952,0,0.0913,4,-1.461,0.727,0.0771,110.058,1
I'm Jelly BABY,I’m Jelly BABY,AOA CREAM,2016-02-12,225679,36,0.019,0.595,0.865,0,0.412,7,-1.539,0.376,0.0422,163.826,1
Wonderland,Act.1 The Little Mermaid,gugudan,2016-06-28,184708,36,0.021,0.645,0.863,2.24E-06,0.0984,0,-3.288,0.792,0.0519,125.996,1
L.I.E,Street,EXID,2016-06-01,211100,50,0.0742,0.682,0.921,0,0.16,1,-1.261,0.66,0.0707,155.054,1
Lip 2 Lip,MUSES DIARY,9MUSES,2016-08-04,182203,33,0.125,0.77,0.927,0,0.102,4,-1.525,0.964,0.0492,136.024,0
Secret Time,Secret Time,Spica,2016-08-25,179307,31,0.00731,0.643,0.952,0,0.152,9,-3.154,0.74,0.165,115.012,0
Bobby Doll,Bobby Doll,Song Ji Eun,2016-09-20,184516,23,0.221,0.708,0.877,0,0.143,8,-2.505,0.834,0.0703,122.939,1
Crying,CRY,Stellar,2016-07-18,199745,39,0.111,0.708,0.997,0,0.889,6,-2.448,0.907,0.0572,130.024,1
유후 (우린 아직 여름),유후 (우린 아직 여름),Brave Girls,2016-09-01,207667,26,0.0747,0.716,0.947,2.32E-06,0.128,2,-3.566,0.924,0.0647,124.944,1
Whoo,Prism,RAINBOW,2016-02-15,185059,32,0.0555,0.702,0.963,0,0.399,5,-1.07,0.82,0.101,142.871,0
Starlight,Why - The 2nd Mini Album,TAEYEON,2016-06-28,223606,51,0.0329,0.628,0.723,0,0.292,1,-4.962,0.571,0.0571,93.958,0
Galaxy,MYST3RY,LADIES' CODE,2016-02-24,212450,43,0.0686,0.538,0.593,0,0.465,8,-7.009,0.494,0.264,180.014,1
Galaxy 우주를 줄게,Full Album RED PLANET,BOL4,2016-08-29,213853,62,0.683,0.483,0.814,0,0.0918,0,-2.407,0.696,0.143,82.814,1
The Rain,STRANG3R,LADIES' CODE,2016-10-13,213795,46,0.0494,0.684,0.592,0,0.17,1,-5.889,0.686,0.0648,99.02,0
Toy,Blooming Period,Block B,2016-04-11,206467,51,0.0441,0.639,0.618,0,0.0534,7,-5.397,0.392,0.0969,90.07,1
Only one,Pink Revolution,Apink,2016-09-26,192182,39,0.216,0.688,0.872,0,0.0479,1,-3.159,0.571,0.0394,102.009,1
Cause you're my star,Dear,Apink,2016-12-15,191405,35,0.06,0.634,0.819,0,0.314,7,-4.751,0.827,0.118,160.932,1
Whatta Man (Good man),Whatta Man (Good Man),I.O.I,2016-08-09,193604,52,0.00634,0.559,0.936,3.55E-05,0.457,6,-2.254,0.695,0.0928,150.065,0
WHISTLE,SQUARE ONE,BLACKPINK,2016-08-08,211631,74,0.00561,0.818,0.723,0,0.0866,11,-4.82,0.607,0.114,102.945,1
Dream,Dream,Suzy,2016-01-07,222415,58,0.422,0.718,0.476,0,0.0876,4,-9.205,0.448,0.139,48.973,1
MoMoMo,Would You Like?,WJSN,2016-02-25,222525,36,0.144,0.731,0.87,0,0.314,9,-1.043,0.692,0.0384,124,1
Make It Rain,WELCOME 2 BASTARZ,Block B - BASTARZ,2016-10-31,185057,39,0.116,0.594,0.83,0,0.356,4,-4.302,0.649,0.107,80.031,0
The Eye,INFINITE ONLY,INFINITE,2016-09-19,240280,47,0.0291,0.655,0.78,0,0.14,2,-3.167,0.344,0.124,117.999,0
That’s My Jam,PUT’EM UP,B.A.P,2016-08-08,195984,36,0.0821,0.721,0.935,0,0.344,10,-3.301,0.798,0.186,127.998,0
Queen,HIM,HISTORY,2016-04-11,200429,41,0.000419,0.55,0.893,0,0.264,7,-2.273,0.581,0.2,104.669,1
Pray (I`ll Be Your Man),NEW MEN,BTOB,2016-11-07,219917,57,0.198,0.506,0.929,0,0.381,6,-2.265,0.516,0.0914,77.462,1
