Name,Album,Artist,Release_date,Length,popularity,acousticness,danceability,energy,instrumentalness,liveness,key,loudness,valence,speechiness,tempo,mode
2HOT,BLOOM,G.NA,2012-05-22,184244,28,0.073,0.682,0.914,3.26E-06,0.0963,5,-2.173,0.933,0.0957,132.965,0
I'll think of you,LOVE CALL with Davichi,DAVICHI,2012-02-07,219637,21,0.447,0.704,0.499,0,0.0981,10,-5.241,0.334,0.0284,107.969,1
남자 없이 잘 살아,Hush,miss A,2013-11-06,210814,29,0.0176,0.756,0.741,2.57E-05,0.0623,7,-4.174,0.886,0.0355,155.967,1
Midnight,Midnight,Beast,2012-07-15,234240,38,0.0863,0.697,0.966,0,0.113,8,-2.994,0.42,0.157,125.003,0
Missing you,Longing,Noel,2011-10-26,232960,35,0.66,0.563,0.386,0,0.127,8,-7.089,0.403,0.0332,65.037,1
Bad Boy,ALIVE,BIGBANG,2012-02-29,236817,49,0.0148,0.597,0.764,0,0.126,9,-4.859,0.364,0.139,74.98,0
SEXY LOVE,MIRAGE,T-ARA,2012-09-04,227360,51,0.00659,0.756,0.915,3.06E-06,0.0389,9,-1.858,0.949,0.0368,132.059,0
SO CUTE (with 10cm),SO CUTE,Star,2012-10-24,198844,19,0.486,0.74,0.609,0,0.161,6,-4.532,0.858,0.157,92.897,1
She`s Gone,She`s Gone,December,2012-05-01,233222,6,0.0227,0.639,0.857,0.0114,0.135,1,-3.147,0.784,0.0338,99.949,0
question mark,Primary and the Messengers LP,Primary,2012-10-31,194115,40,0.216,0.702,0.733,0,0.0643,3,-3.527,0.926,0.12,96.02,0
Things that I couldn't say,TIME FOR LOVE,Noel,2012-11-06,258062,29,0.637,0.578,0.462,0,0.108,9,-6.293,0.358,0.0433,155.843,1
LOVE DAY,`A CUBE` FOR SEASON # GREEN,Yang YoSeop (BEAST),2012-03-14,237165,35,0.436,0.709,0.801,0,0.0835,0,-3.756,0.422,0.0627,120.031,1
Do Men Cry,THE S Part 1,DAVICHI,2012-07-30,233142,28,0.604,0.57,0.54,0,0.128,8,-6.685,0.314,0.0525,139.736,1
너뿐이야 (You're The One),Spring 새로운 사랑에게 보내는 다섯곡의 노래,J.Y. Park,2012-04-29,202249,23,0.0359,0.755,0.724,0,0.573,11,-4.13,0.695,0.0426,97.01,0
Loneliness Amplifier,Busker Busker 1st,Busker Busker,2012-03-29,183455,25,0.806,0.769,0.132,0,0.121,4,-13.263,0.323,0.0463,119.984,1
Good Boy (featYong Jun Hyung of BEAST),GOOD BOY,Baek Ji Young,2012-05-17,224733,19,0.0242,0.699,0.867,0,0.0634,7,-2.702,0.754,0.112,130.071,1
I need you,I need you,K.Will,2012-02-14,217808,37,0.344,0.598,0.884,0,0.283,10,-3.153,0.444,0.043,103.528,0
Severely,Grown-Up,FTISLAND,2012-01-31,250644,47,0.0395,0.557,0.812,0,0.258,4,-3.085,0.496,0.0286,141.888,1
Seethru,Primary and the Messengers LP,Primary,2012-10-31,213133,37,0.286,0.761,0.842,0,0.117,1,-3.707,0.859,0.133,113.991,1
I Choose To Love You,See the love2 OST,Hyolyn,2012-01-19,210468,49,0.262,0.685,0.574,0,0.253,5,-6.867,0.3,0.0286,99.997,1
나쁜놈,나쁜놈,Mighty Mouth,2012-05-10,226392,30,0.127,0.717,0.917,0,0.0994,6,-1.933,0.866,0.0991,130.049,0
When I Can't Sing (내가 노래를 못해도),SE7EN New Mini Album,SE7EN,2012-02-01,235426,37,0.486,0.664,0.599,0,0.087,0,-6.238,0.704,0.0282,143.924,1
The Gloomy Song,Kangstar Rap Vol.1,Hyungdon&Daejune,2012-06-05,233377,16,0.382,0.789,0.795,0,0.523,1,-5.199,0.753,0.259,93.041,1
The Grasshopper Song,THE GRASSHOPPERS,Sunny Hill,2012-01-13,233404,31,0.371,0.63,0.978,0,0.0828,7,-1.675,0.784,0.157,76.505,1
우리 사랑했잖아,우리 사랑했잖아,DAVICHI,2011-12-23,213227,49,0.246,0.461,0.851,0,0.37,7,-3.174,0.482,0.0919,185.995,0
Teddy Bear,Lovefiction,Lyn,2012-03-16,207040,28,0.644,0.554,0.637,0,0.0373,2,-5.77,0.532,0.33,148.546,1
말리꽃,나는 가수다 2 Best Collection,Various Artists,2013-03-04,254165,23,0.457,0.341,0.582,0,0.728,5,-4.776,0.227,0.043,133.94,1
NalinA,Welcome to the BLOCK,Block B,2012-02-02,202605,61,0.0523,0.78,0.956,0,0.0675,8,-3.69,0.921,0.0882,114.971,1
Still Alive,Special Edition 'Still Alive',BIGBANG,2012-06-03,198533,45,0.0318,0.668,0.929,0,0.0675,5,-2.959,0.67,0.27,109.959,0
The Chaser,INFINITIZE,INFINITE,2012-05-15,202520,50,0.00735,0.549,0.977,0,0.0399,1,-1.443,0.582,0.115,127.006,0
POISON,POISON,Secret,2012-09-13,207255,41,0.00873,0.653,0.881,0,0.0699,11,-4.71,0.55,0.0319,102.046,1
I Knew It,I Knew It,Beast,2012-01-26,213838,27,0.337,0.741,0.655,0,0.295,10,-5.902,0.826,0.125,90.991,0
Ice Cream (Feat. Maboos),Melting,HyunA,2012-10-21,195787,43,0.131,0.814,0.924,0,0.279,11,-2.634,0.967,0.0519,120.015,1
Officially Missing You,Officially Missing You,Geeks,2011-03-09,210367,44,0.641,0.661,0.714,0,0.287,7,-5.524,0.775,0.114,92.979,1
Falling,Knock,John Park,2012-02-22,221786,35,0.543,0.426,0.478,1.66E-05,0.0918,9,-6.293,0.387,0.0284,169.922,1
Pandora,PANDORA,KARA,2012-08-22,193106,42,0.0202,0.567,0.973,1.63E-05,0.295,4,-2.492,0.701,0.101,140.058,0
Sick,Sick,Huh Gak,2012-09-14,201456,15,0.686,0.55,0.55,0,0.111,0,-5.789,0.328,0.0315,133.927,1
Sherlock (Clue + Note),Sherlock - The 4th Mini Album,SHINee,2012-03-21,239186,56,0.0069,0.64,0.937,0,0.393,1,-2.112,0.316,0.0839,107.013,1
Fading Away,Fading Away,Noel,2012-04-19,239647,11,0.645,0.652,0.575,0,0.0939,7,-5.491,0.407,0.0304,113.957,1
Crazy,It’s,TEEN TOP,2012-01-05,187506,46,0.00802,0.642,0.994,0,0.277,1,-2.403,0.879,0.0439,139.993,0
I Hate You,2,Urban Zakapa,2012-10-30,230765,35,0.298,0.628,0.392,0,0.0791,2,-7.278,0.201,0.036,80.002,1
That's all love,That's all love,yangpa,2012-04-05,234947,13,0.408,0.638,0.627,0,0.145,5,-4.337,0.43,0.0289,87.032,1
Nillili Mambo,BLOCKBUSTER,Block B,2012-10-17,205279,68,0.0131,0.756,0.837,0,0.0943,2,-2.711,0.537,0.0524,109.937,0
Hey You,EAR FUN,CNBLUE,2012-03-16,236512,43,0.0339,0.508,0.853,0,0.287,0,-3.215,0.67,0.143,200.157,1
